STT,Lat1,Lon1,Land_Cost,Unit
1,10.7816415,106.6975222,325000000,Quận 1
2,10.7744331,106.7051053,810000000,Quận 1
3,10.7880351,106.7035736,244000000,Quận 1
4,10.780708,106.696457,307000000,Quận 1
5,10.7766297,106.7039912,579500000,Quận 1
6,10.7815654,106.7000672,550000000,Quận 1
7,10.7733159,106.6932644,286000000,Quận 1
8,10.7653317,106.693287,380000000,Quận 1
9,10.7624427,106.6953623,184000000,Quận 1
10,10.7599255,106.6920225,156000000,Quận 1
11,10.7891193,106.6999228,330000000,Quận 1
12,10.785919,106.6984544,297000000,Quận 1
13,10.7912056,106.7010514,244000000,Quận 1
14,10.7643018,106.6917231,293500000,Quận 1
15,10.766692,106.6877655,290500000,Quận 1
16,10.7658902,106.7005239,184000000,Quận 1
17,10.7915832,106.6924717,127000000,Quận 1
18,10.7942896,106.6894868,160000000,Quận 1
19,10.8064887,106.7339209,95000000,Thành phố Thủ Đức
20,10.7823125,106.7693125,70900000,Thành phố Thủ Đức
21,10.7799375,106.6945625,420000000,Quận 3
22,10.7794875,106.6880269,320000000,Quận 3
23,10.7776399,106.6905255,370000000,Quận 3
24,10.7721859,106.6828996,330000000,Quận 3
25,10.7808803,106.6830296,240000000,Quận 3
26,10.7860049,106.6667204,227000000,Quận 3
27,10.7857855,106.6673794,227000000,Quận 3
28,10.7561853,106.6849879,327700000,Quận 5
29,10.7507684,106.6677408,205500000,Quận 5
30,10.7578583,106.6696293,221100000,Quận 5
31,10.7421375,106.7198594,85000000,Quận 7
32,10.7434136,106.6936392,100000000,Quận 7
33,10.7405183,106.6984717,180000000,Quận 7
34,10.7293036,106.73215,117000000,Quận 7
35,10.7433988,106.7312498,90000000,Quận 7
36,10.7395435,106.6779713,92000000,Quận 8
37,10.7355839,106.6806243,92000000,Quận 8
38,10.736024,106.6777391,92000000,Quận 8
39,10.7410496,106.6641434,123000000,Quận 8
40,10.736473,106.6715647,110000000,Quận 8
41,10.745388,106.6649497,100000000,Quận 8
42,10.8440713,106.7806218,153000000,Thành phố Thủ Đức
43,10.8242995,106.7639153,69000000,Thành phố Thủ Đức
44,10.8334375,106.7848125,70000000,Thành phố Thủ Đức
45,10.8663782,106.810014,62000000,Thành phố Thủ Đức
46,10.846406,106.8125258,59000000,Thành phố Thủ Đức
47,10.7600344,106.6614982,130600000,Quận 10
48,10.7746961,106.6753244,196500000,Quận 10
49,10.7690361,106.6664552,245600000,Quận 10
50,10.766627,106.6593453,221000000,Quận 10
51,10.7722177,106.6638098,194300000,Quận 10
52,10.8364149,106.6273131,46800000,Quận 12
53,10.8474153,106.6132329,10000000,Quận 12
54,10.7998784,106.6947423,205000000,Quận Bình Thạnh
55,10.8134247,106.7003489,168000000,Quận Bình Thạnh
56,10.7978284,106.7041058,222000000,Quận Bình Thạnh
57,10.8157989,106.7179884,65000000,Quận Bình Thạnh
58,10.7946863,106.6958035,205000000,Quận Bình Thạnh
59,10.8131176,106.7124416,168000000,Quận Bình Thạnh
60,10.8192283,106.7244978,72000000,Quận Bình Thạnh
61,10.8403375,106.6830588,120300000,Quận Gò Vấp
62,10.8389824,106.6682728,120300000,Quận Gò Vấp
63,10.8277596,106.687085,110600000,Quận Gò Vấp
64,10.8205124,106.6832161,91000000,Quận Gò Vấp
65,10.8416318,106.6344705,84000000,Quận Gò Vấp
66,10.8539627,106.6574423,84000000,Quận Gò Vấp
67,10.8116783,106.6765098,142100000,Quận Phú Nhuận
68,10.8131875,106.6759375,131600000,Quận Gò Vấp
69,10.8431557,106.6656483,86000000,Quận Gò Vấp
70,10.7999339,106.6348611,76000000,Quận Tân Phú
71,10.7943353,106.616655,110000000,Quận Tân Phú
72,10.8018384,106.6251527,104000000,Quận Tân Phú
73,10.8118829,106.6289167,94000000,Quận Tân Phú
74,10.8062584,106.617825,90000000,Quận Tân Phú
75,10.8051172,106.6231858,95000000,Quận Tân Phú
76,10.7485488,106.5830066,112000000,Quận Bình Tân
77,10.7456468,106.6224725,53700000,Quận Bình Tân
78,10.7173858,106.6138758,73200000,Quận Bình Tân
79,10.7374375,106.6143125,129800000,Quận Bình Tân
80,10.7674304,106.6182268,65900000,Quận Bình Tân
81,10.774995,106.5858982,42000000,Quận Bình Tân
82,10.7667984,106.7010399,184000000,Quận 1
83,10.8083875,106.6639219,336600000,Quận Tân Bình
84,10.7762034,106.6505567,216800000,Quận Tân Bình
85,10.7815479,106.6535709,112200000,Quận Tân Bình
86,10.8019398,106.7340895,136000000,Thành phố Thủ Đức
87,10.8022817,106.7327843,88000000,Thành phố Thủ Đức
88,10.8090283,106.7324464,149000000,Thành phố Thủ Đức
89,10.8150099,106.7303941,149000000,Thành phố Thủ Đức
90,10.8084999,106.7330097,149000000,Thành phố Thủ Đức
91,10.8085007,106.7330088,149000000,Thành phố Thủ Đức
92,10.8085014,106.7330081,149000000,Thành phố Thủ Đức
93,10.8072453,106.7310888,136000000,Thành phố Thủ Đức
94,10.8017836,106.7393363,72000000,Thành phố Thủ Đức
95,10.8048693,106.743644,51000000,Thành phố Thủ Đức
96,10.7835112,106.7486233,36000000,Thành phố Thủ Đức
97,10.8043499,106.7472609,123000000,Thành phố Thủ Đức
98,10.8085008,106.7330088,149000000,Thành phố Thủ Đức
99,10.7900625,106.7551875,81700000,Thành phố Thủ Đức
100,10.7857254,106.756771,81700000,Thành phố Thủ Đức
101,10.7915625,106.7601875,102000000,Thành phố Thủ Đức
102,10.7925625,106.7620625,102000000,Thành phố Thủ Đức
103,10.8085007,106.7330089,149000000,Thành phố Thủ Đức
104,10.8029745,106.7635288,70000000,Thành phố Thủ Đức
105,10.8012802,106.73776,72000000,Thành phố Thủ Đức
106,10.8036411,106.7486049,72000000,Thành phố Thủ Đức
107,10.8011506,106.7381039,72000000,Thành phố Thủ Đức
108,10.7854373,106.7302062,149000000,Thành phố Thủ Đức
109,10.7916495,106.7403727,61000000,Thành phố Thủ Đức
110,10.7874756,106.7410541,90000000,Thành phố Thủ Đức
111,10.8004335,106.7400041,102000000,Thành phố Thủ Đức
112,10.7993125,106.7506875,98000000,Thành phố Thủ Đức
113,10.8018536,106.7493055,76000000,Thành phố Thủ Đức
114,10.7971282,106.7503393,163000000,Thành phố Thủ Đức
115,10.7981375,106.7431406,44000000,Thành phố Thủ Đức
116,10.7973271,106.7510353,163000000,Thành phố Thủ Đức
117,10.7833529,106.7292615,149000000,Thành phố Thủ Đức
118,10.7952716,106.7368019,91000000,Thành phố Thủ Đức
119,10.7664375,106.7168125,295000000,Thành phố Thủ Đức
120,10.7851119,106.7316745,90000000,Thành phố Thủ Đức
121,10.7877338,106.7348323,149000000,Thành phố Thủ Đức
122,10.7850508,106.730271,149000000,Thành phố Thủ Đức
123,10.7749211,106.7269032,163000000,Thành phố Thủ Đức
124,10.782072,106.7196984,295000000,Thành phố Thủ Đức
125,10.7770559,106.7132932,295000000,Thành phố Thủ Đức
126,10.7685805,106.7126926,163000000,Thành phố Thủ Đức
127,10.7708162,106.7157135,163000000,Thành phố Thủ Đức
128,10.7764736,106.7251455,68000000,Thành phố Thủ Đức
129,10.7709917,106.7242868,295000000,Thành phố Thủ Đức
130,10.7686432,106.7264125,149000000,Thành phố Thủ Đức
131,10.7787522,106.746685,96000000,Thành phố Thủ Đức
132,10.7868804,106.7627963,81700000,Thành phố Thủ Đức
133,10.7886353,106.765623,81700000,Thành phố Thủ Đức
134,10.7897861,106.7686383,81700000,Thành phố Thủ Đức
135,10.7725301,106.7260411,163000000,Thành phố Thủ Đức
136,10.7844627,106.7603239,81700000,Thành phố Thủ Đức
137,10.7887033,106.7707404,81700000,Thành phố Thủ Đức
138,10.7910562,106.7760618,75000000,Thành phố Thủ Đức
139,10.7911425,106.7782325,79000000,Thành phố Thủ Đức
140,10.7768194,106.7509183,62000000,Thành phố Thủ Đức
141,10.7786299,106.753896,96000000,Thành phố Thủ Đức
142,10.7774711,106.7548638,96000000,Thành phố Thủ Đức
143,10.7769192,106.7575179,96000000,Thành phố Thủ Đức
144,10.7924766,106.7803461,84000000,Thành phố Thủ Đức
145,10.7723378,106.7628928,96000000,Thành phố Thủ Đức
146,10.7621031,106.7588528,78000000,Thành phố Thủ Đức
147,10.7749524,106.760846,81700000,Thành phố Thủ Đức
148,10.7717636,106.7714194,96000000,Thành phố Thủ Đức
149,10.7680231,106.7723331,70000000,Thành phố Thủ Đức
150,10.7737465,106.7701032,81700000,Thành phố Thủ Đức
151,10.7668568,106.7861809,49900000,Thành phố Thủ Đức
152,10.7705492,106.78554,46000000,Thành phố Thủ Đức
153,10.842034,106.7698288,72000000,Thành phố Thủ Đức
154,10.8437604,106.7716366,80000000,Thành phố Thủ Đức
155,10.8677847,106.8137769,69000000,Thành phố Thủ Đức
156,10.8411067,106.8394478,163000000,Thành phố Thủ Đức
157,10.8441875,106.8379375,163000000,Thành phố Thủ Đức
158,10.8411875,106.8370625,69900000,Thành phố Thủ Đức
159,10.7953125,106.7845625,76000000,Thành phố Thủ Đức
160,10.7977284,106.784594,70000000,Thành phố Thủ Đức
161,10.8251187,106.7207455,50000000,Thành phố Thủ Đức
162,10.7853925,106.7763668,79000000,Thành phố Thủ Đức
163,10.7459617,106.6181662,90000000,Thành phố Thủ Đức
164,10.7988406,106.6690836,336600000,Quận Tân Bình
165,10.8049008,106.7968126,70000000,Thành phố Thủ Đức
166,10.8016022,106.7942758,70000000,Thành phố Thủ Đức
167,10.7979306,106.7921555,81700000,Thành phố Thủ Đức
168,10.7868232,106.8016498,56000000,Thành phố Thủ Đức
169,10.8156852,106.7695486,62000000,Thành phố Thủ Đức
170,10.8200511,106.7620183,38800000,Thành phố Thủ Đức
171,10.8274819,106.7637383,69000000,Thành phố Thủ Đức
172,10.8313993,106.7646995,72000000,Thành phố Thủ Đức
173,10.8310844,106.7750035,68000000,Thành phố Thủ Đức
174,10.8286595,106.7743457,90000000,Thành phố Thủ Đức
175,10.8391385,106.7700022,72000000,Thành phố Thủ Đức
176,10.816325,106.7786924,56000000,Thành phố Thủ Đức
177,10.8074374,106.7778806,81700000,Thành phố Thủ Đức
178,10.8339066,106.7531619,163000000,Thành phố Thủ Đức
179,10.8066188,106.7891761,70000000,Thành phố Thủ Đức
180,10.8128147,106.7849449,163000000,Thành phố Thủ Đức
181,10.8204837,106.7788366,70000000,Thành phố Thủ Đức
182,10.8111464,106.7859178,163000000,Thành phố Thủ Đức
183,10.8241228,106.7711003,81700000,Thành phố Thủ Đức
184,10.8516822,106.7946386,85000000,Thành phố Thủ Đức
185,10.8140625,106.8286875,70000000,Thành phố Thủ Đức
186,10.8638633,106.8101424,56000000,Thành phố Thủ Đức
187,10.8439942,106.7626205,80000000,Thành phố Thủ Đức
188,10.8637598,106.7347406,79000000,Thành phố Thủ Đức
189,10.8494094,106.7537055,45800000,Thành phố Thủ Đức
190,10.8670131,106.7378441,80000000,Thành phố Thủ Đức
191,10.8246622,106.717276,54000000,Thành phố Thủ Đức
192,10.8379926,106.7301115,50000000,Thành phố Thủ Đức
193,10.8260603,106.723013,95000000,Thành phố Thủ Đức
194,10.8259017,106.7292192,36000000,Thành phố Thủ Đức
195,10.8240064,106.7195821,62000000,Thành phố Thủ Đức
196,10.8233625,106.7207656,88000000,Thành phố Thủ Đức
197,10.8607039,106.7794062,38000000,Thành phố Thủ Đức
198,10.8607626,106.7800115,81000000,Thành phố Thủ Đức
199,10.8735011,106.7630697,64000000,Thành phố Thủ Đức
200,10.862941,106.7592541,163000000,Thành phố Thủ Đức
201,10.8646577,106.7592607,87000000,Thành phố Thủ Đức
202,10.8877681,106.7231444,90000000,Thành phố Thủ Đức
203,10.8752894,106.748583,64000000,Thành phố Thủ Đức
204,10.8772594,106.7229542,45000000,Thành phố Thủ Đức
205,10.8363086,106.755647,45400000,Thành phố Thủ Đức
206,10.8372731,106.7632813,90000000,Thành phố Thủ Đức
207,10.8469554,106.7543798,76000000,Thành phố Thủ Đức
208,10.8404825,106.7538624,45000000,Thành phố Thủ Đức
209,10.8671528,106.7379845,80000000,Thành phố Thủ Đức
210,10.8598629,106.738899,60000000,Thành phố Thủ Đức
211,10.8609381,106.738714,60000000,Thành phố Thủ Đức
212,10.8338793,106.7617638,44000000,Thành phố Thủ Đức
213,10.7931669,106.7393566,98000000,Thành phố Thủ Đức
214,10.7689024,106.7863722,56000000,Thành phố Thủ Đức
215,10.7670802,106.7787194,81700000,Thành phố Thủ Đức
216,10.7689458,106.7895824,58000000,Thành phố Thủ Đức
217,10.8165467,106.7875467,163000000,Thành phố Thủ Đức
218,10.7874223,106.7649354,81700000,Thành phố Thủ Đức
219,10.801913,106.764748,75000000,Thành phố Thủ Đức
220,10.7907461,106.7471632,149000000,Thành phố Thủ Đức
221,10.8244236,106.8001109,163000000,Thành phố Thủ Đức
222,10.8035198,106.7983857,70000000,Thành phố Thủ Đức
223,10.7994878,106.7926046,81700000,Thành phố Thủ Đức
224,10.7771512,106.755165,96000000,Thành phố Thủ Đức
225,10.7977712,106.8012009,56000000,Thành phố Thủ Đức
226,10.7847389,106.7904131,70000000,Thành phố Thủ Đức
227,10.8156567,106.7837636,163000000,Thành phố Thủ Đức
228,10.8084103,106.8008051,56000000,Thành phố Thủ Đức
229,10.7866952,106.8065155,52000000,Thành phố Thủ Đức
230,10.8442538,106.7400236,44000000,Thành phố Thủ Đức
231,10.8427238,106.7093918,88000000,Thành phố Thủ Đức
232,10.8704375,106.7175625,88000000,Thành phố Thủ Đức
233,10.8394441,106.7624528,44000000,Thành phố Thủ Đức
234,10.8080625,106.7936875,70000000,Thành phố Thủ Đức
235,10.789415,106.7548751,81700000,Thành phố Thủ Đức
236,10.7967218,106.7449223,98000000,Thành phố Thủ Đức
237,10.6987425,106.6093284,90000000,Thành phố Thủ Đức
238,10.8015082,106.7946428,163000000,Thành phố Thủ Đức
239,10.8579592,106.775565,163000000,Thành phố Thủ Đức
240,10.8151299,106.7781204,81700000,Thành phố Thủ Đức
241,10.7767464,106.7572866,96000000,Thành phố Thủ Đức
242,10.7711125,106.7862969,46000000,Thành phố Thủ Đức
243,10.8740375,106.6739844,60200000,Quận 12
244,10.7915217,106.6880446,193500000,Quận 1
245,10.7937869,106.6864603,132000000,Quận 1
246,10.7876074,106.698745,330000000,Quận 1
247,10.786924,106.711273,528000000,Quận 1
248,10.7687916,106.6971722,242000000,Quận 1
249,10.7770591,106.7065429,528000000,Quận 1
250,10.7789834,106.7071898,528000000,Quận 1
251,10.7783124,106.7041839,286000000,Quận 1
252,10.7781321,106.7018932,579500000,Quận 1
253,10.7796631,106.6955005,385000000,Quận 1
254,10.7759082,106.7006517,550000000,Quận 1
255,10.7802242,106.6957904,348000000,Quận 1
256,10.7689617,106.6970826,283500000,Quận 1
257,10.7706218,106.6990993,256000000,Quận 1
258,10.7829214,106.692345,420000000,Quận 3
259,10.7763,106.6885908,240000000,Quận 3
260,10.7684037,106.6936397,182500000,Quận 1
261,10.7784059,106.6901339,330000000,Quận 3
262,10.7821609,106.6966866,380000000,Quận 3
263,10.7874767,106.6852371,280000000,Quận 3
264,10.7813668,106.6892362,330000000,Quận 3
265,10.7863377,106.6756545,210000000,Quận 3
266,10.7884668,106.6761484,260000000,Quận 3
267,10.7805796,106.6789248,217000000,Quận 3
268,10.7835832,106.6825035,290000000,Quận 3
269,10.7835626,106.682545,290000000,Quận 3
270,10.7497136,106.6744841,205500000,Quận 5
271,10.7594661,106.6672206,196000000,Quận 5
272,10.7545639,106.6562754,237800000,Quận 5
273,10.7562856,106.6564091,172000000,Quận 5
274,10.7532821,106.6838729,167500000,Quận 5
275,10.7529853,106.6547702,270200000,Quận 5
276,10.7531244,106.6644546,225600000,Quận 5
277,10.7561573,106.6646141,237800000,Quận 5
278,10.7534287,106.6802478,184200000,Quận 5
279,10.7374463,106.7203525,180000000,Quận 7
280,10.7318125,106.7291875,45200000,Quận 7
281,10.7384977,106.7006494,110000000,Quận 7
282,10.7355655,106.6955453,70000000,Quận 7
283,10.7432388,106.7362812,90000000,Quận 7
284,10.7159547,106.7398997,75000000,Quận 7
285,10.7386152,106.7295631,127000000,Quận 7
286,10.7474206,106.7229941,140000000,Quận 7
287,10.7355164,106.7376312,80000000,Quận 7
288,10.7497169,106.7111197,70000000,Quận 7
289,10.7291762,106.7267712,222000000,Quận 7
290,10.7339455,106.718043,190000000,Quận 7
291,10.7315617,106.712517,195000000,Quận 7
292,10.7990898,106.7352656,163000000,Thành phố Thủ Đức
293,10.7160218,106.7291562,210000000,Quận 7
294,10.7329755,106.7378386,70000000,Quận 7
295,10.714003,106.7398313,70000000,Quận 7
296,10.7379453,106.7415257,85000000,Quận 7
297,10.7459194,106.7125121,180000000,Quận 7
298,10.7246884,106.7078747,190000000,Quận 7
299,10.7221958,106.7257872,210000000,Quận 7
300,10.7134558,106.7318029,54500000,Quận 7
301,10.7455875,106.6550128,112000000,Quận 8
302,10.732681,106.652846,87000000,Quận 8
303,10.7340502,106.6534626,87000000,Quận 8
304,10.7328225,106.6443176,92000000,Quận 8
305,10.7944343,106.7810919,81700000,Thành phố Thủ Đức
306,10.7440359,106.6521161,112000000,Quận 8
307,10.7379246,106.6549382,81000000,Quận 8
308,10.7380999,106.668433,74000000,Quận 8
309,10.7148694,106.6410855,73000000,Quận 8
310,10.7371683,106.6699552,112000000,Quận 8
311,10.73616,106.6684699,140000000,Quận 8
312,10.7711384,106.6733844,270200000,Quận 10
313,10.7827702,106.6717205,202900000,Quận 10
314,10.7676755,106.6597567,221000000,Quận 10
315,10.7724555,106.6648811,194300000,Quận 10
316,10.7692388,106.6660626,194300000,Quận 10
317,10.7628807,106.6610445,147400000,Quận 10
318,10.7791522,106.7000103,60200000,Quận 12
319,10.8786875,106.6490625,60300000,Quận 12
320,10.8806945,106.6490952,41600000,Quận 12
321,10.8719831,106.6578842,72600000,Quận 12
322,10.8608374,106.6541922,16100000,Quận 12
323,10.8723625,106.6579219,56700000,Quận 12
324,10.8759661,106.6297453,32600000,Quận 12
325,10.8740551,106.6309377,49500000,Quận 12
326,10.8582918,106.6308586,49000000,Quận 12
327,10.85966,106.6172412,71500000,Quận 12
328,10.8557791,106.6784937,48200000,Quận 12
329,10.8700763,106.6835165,48200000,Quận 12
330,10.8312276,106.6209334,126300000,Quận 12
331,10.7798625,106.7237031,295000000,Thành phố Thủ Đức
332,10.8245275,106.620233,56200000,Quận 12
333,10.8227198,106.6179845,23100000,Quận 12
334,10.83155,106.6118,103900000,Quận 12
335,10.8308652,106.6108324,103900000,Quận 12
336,10.8300321,106.6184812,103900000,Quận 12
337,10.8244618,106.6108027,75000000,Quận 12
338,10.8227351,106.6178794,23100000,Quận 12
339,10.8474969,106.6214361,16100000,Quận 12
340,10.8425226,106.624946,14600000,Quận 12
341,10.8433741,106.6255459,14600000,Quận 12
342,10.850079,106.6961075,33300000,Quận 12
343,10.8710428,106.6145978,71500000,Quận 12
344,10.8311481,106.6209471,126300000,Quận 12
345,10.8609666,106.6541892,16100000,Quận 12
346,10.8259899,106.6247908,54100000,Quận 12
347,10.810164,106.6779042,174300000,Quận Phú Nhuận
348,10.8094816,106.6719917,144000000,Quận Phú Nhuận
349,10.8097417,106.673989,142100000,Quận Phú Nhuận
350,10.8118082,106.6697054,172100000,Quận Tân Bình
351,10.8054963,106.6853663,134400000,Quận Phú Nhuận
352,10.7982149,106.6725274,154700000,Quận Phú Nhuận
353,10.7966292,106.6734626,336000000,Quận Phú Nhuận
354,10.7989499,106.682925,246400000,Quận Phú Nhuận
355,10.8060348,106.6867725,142800000,Quận Bình Thạnh
356,10.8083802,106.6853548,160000000,Quận Bình Thạnh
357,10.8201375,106.7033906,157000000,Quận Bình Thạnh
358,10.821567,106.701137,205000000,Quận Bình Thạnh
359,10.8219541,106.7060091,161000000,Quận Bình Thạnh
360,10.7895444,106.7178332,81000000,Quận Bình Thạnh
361,10.7932912,106.7174745,126000000,Quận Bình Thạnh
362,10.7988868,106.7172395,222000000,Quận Bình Thạnh
363,10.7909873,106.7184276,205000000,Quận Bình Thạnh
364,10.8097962,106.7120961,160000000,Quận Bình Thạnh
365,10.8119403,106.7120126,128000000,Quận Bình Thạnh
366,10.8166414,106.7070171,142800000,Quận Bình Thạnh
367,10.8165728,106.7059622,128000000,Quận Bình Thạnh
368,10.8154898,106.7070632,140000000,Quận Bình Thạnh
369,10.8125998,106.7158392,187000000,Quận Bình Thạnh
370,10.8067358,106.7145559,175000000,Quận Bình Thạnh
371,10.8007453,106.7173538,222000000,Quận Bình Thạnh
372,10.8017221,106.7133041,222000000,Quận Bình Thạnh
373,10.8069347,106.716118,102000000,Quận Bình Thạnh
374,10.8026899,106.7213331,175000000,Quận Bình Thạnh
375,10.7924672,106.6827486,149000000,Quận Bình Thạnh
